url,width,height,mime
"https://assets-cdn.logoup.com/Alldayshirts_ProductImages/C910_210993_front.jpg",869,892,image/jpeg
"https://assets-cdn.logoup.com/Alldayshirts_ProductImages/C910_210953_front.jpg",869,892,image/jpeg
