url,width,height,mime
"https://assets-cdn.logoup.com/Alldayshirts_ProductImages/51-BE_BLACK-front.jpg",869,892,image/jpeg
"https://assets-cdn.logoup.com/Alldayshirts_ProductImages/4632_default_8525.jpg",869,892,image/jpeg
