url,width,height,mime
"https://assets-cdn.logoup.com/Alldayshirts_ProductImages/9300_24_z.jpg",869,892,image/jpeg
"https://assets-cdn.logoup.com/Alldayshirts_ProductImages/9300_bb_z.jpg",869,892,image/jpeg
