url,width,height,mime
"https://assets-cdn.logoup.com/Alldayshirts_ProductImages/DT6100_black_flat_front_2410.jpg",869,892,image/jpeg
"https://assets-cdn.logoup.com/Alldayshirts_ProductImages/DT6100_gardenia_flat_front_2410.jpg",869,892,image/jpeg
