url,width,height,mime
"https://assets-cdn.logoup.com/Alldayshirts_ProductImages/111145_f_fl_2208.jpg",869,892,image/jpeg
"https://assets-cdn.logoup.com/Alldayshirts_ProductImages/111140_f_fl_2208.jpg",869,892,image/jpeg
