url,width,height,mime
"https://assets-cdn.logoup.com/Alldayshirts_ProductImages/4610c_51_z_1703.jpg",869,892,image/jpeg
"https://assets-cdn.logoup.com/Alldayshirts_ProductImages/14601_default_8411.jpg",869,892,image/jpeg
